id,complaint_text,category,urgency
657,"I am concerned that the grading for my final project in ART 350 was subjective and did not follow the stated rubric.",Academic,Medium
658,"The lights in the stairwell of the East Parking Deck often flicker or are burnt out.",Facilities,Low
659,"My dorm room (Pine Hall, 412) window doesn't seal properly and lets in a draft.",Housing,Medium
660,"I am unable to log into the campus Wi-Fi network ('Eduroam') on my new laptop.",IT Support,Medium
661,"I need to submit verification documents for my FAFSA. Where can I find the list of required documents and the submission deadline?",Financial Aid,Medium
662,"The vegetarian options in the campus dining hall are often bland and repetitive.",Campus Life,Medium
663,"My registration for a required course (ENGL 102) was dropped without explanation. I need this course to stay on track.",Academic,High
664,"The pedestrian bridge over the creek needs safety netting repaired; there are large holes.",Facilities,Medium
665,"The fire alarm in my dorm room (Sycamore Hall, 119) is missing its cover.",Housing,Medium
666,"The link to download required course software (MATLAB) from the university site is broken.",IT Support,Medium
667,"I need assistance understanding the process for applying for a Parent PLUS loan.",Financial Aid,Medium
668,"The campus needs more outdoor trash and recycling receptacles, especially near seating areas.",Campus Life,Low
669,"The professor for HIST 330 frequently arrives late and unprepared for lectures.",Academic,Medium
670,"The drinking fountain in the basement of the library dispenses warm water.",Facilities,Low
671,"My roommate (Redwood House, 201) consistently violates the overnight guest policy.",Housing,Medium
672,"I am having trouble accessing my online course readings; the links provided lead to pages requiring payment.",IT Support,Medium
673,"My financial aid disbursement has been delayed, and I need the funds for rent. Can the status be checked?",Financial Aid,High
674,"The campus gym equipment needs more frequent cleaning and maintenance.",Campus Life,Low
675,"I am trying to add a minor, but the online form is confusing and doesn't list the correct department contact.",Academic,Low
676,"The automatic lights in the restrooms in the Science Building often turn off while the stall is occupied.",Facilities,Low
677,"The internet connection in my dorm (Juniper Hall) seems throttled or slow during evening hours.",Housing,Medium
678,"I need to set up call forwarding for my university office phone number, but can't find instructions.",IT Support,Low
679,"What is the process for appealing if my financial aid application was denied?",Financial Aid,High
680,"The campus could benefit from having a dedicated nap or relaxation space for students.",Campus Life,Low
681,"The grading feedback provided by the TA in my PSYC 101 lab is minimal and unhelpful.",Academic,Medium
682,"The elevator in the Student Union building smells strongly of stale food.",Facilities,Low
683,"The heat distribution in my dorm room (Laurel House, 425) is uneven; it's hot near the vent but cold elsewhere.",Housing,Low
684,"The university's Virtual Private Network (VPN) client disconnects frequently, disrupting my work.",IT Support,Medium
685,"I need to find out if I qualify for a subsidized student loan or only unsubsidized.",Financial Aid,Low
686,"The campus map should indicate the locations of all emergency blue light phones.",Campus Life,Low
687,"The professor for SOCI 210 posts lecture slides online, but they are incomplete and missing key information discussed in class.",Academic,Medium
688,"The accessible restroom on the first floor of Thompson Hall often has a wet floor near the sink.",Facilities,Low
689,"My RA is difficult to reach and often does not respond to emails or messages regarding floor issues.",Housing,Medium
690,"I'm having trouble installing the latest version of Microsoft Office provided through the university license.",IT Support,Low
691,"I need information on how my veteran education benefits coordinate with federal financial aid.",Financial Aid,Medium
692,"The campus needs more spaces for student clubs and organizations to meet.",Campus Life,Low
693,"I am concerned about the academic rigor of an online course (MKTG 300); the workload seems significantly lighter than an equivalent in-person class.",Academic,Low
694,"The bike path along the river has several large cracks and bumps that are hazardous.",Facilities,Medium
695,"My dorm room (Aspen Hall, 310) has evidence of pests (mouse droppings). Requesting immediate pest control service.",Housing,Critical
696,"The student printing balance shown online doesn't seem to reflect my recent print jobs accurately.",IT Support,Low
